,Total_strain,Slip_strain,Time,Slip Count,Creep,Elastic,Hygroexp,Number_of_fibers,Load,Moisture,Broken,Hygro_weighted,Plastic_like
16,1.5533860136143962,0.0592324687539505,5.48,3310.0,0.03520869936285352,1.318110048046178,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.5533860136143962
17,1.5573914132850237,0.05963581605942515,5.52,3324.0,0.035929109835884064,1.3181100480461785,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.5573914132850237
18,1.5613767072189364,0.060215698758850356,5.5600000000000005,3347.0,0.03661019208278156,1.3181100480461785,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.5613767072189364
19,1.564992659833081,0.06059690572126451,5.6,3363.0,0.03725714121312771,1.318110048046178,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.564992659833081
20,1.5683643933079248,0.060885623745175095,5.64,3373.0,0.037873744303314326,1.3181100480461785,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.5683643933079248
21,1.5717785588520996,0.061354347557006535,5.68,3391.0,0.03846283264978295,1.3181100480461783,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.5717785588520996
22,1.5750490014968106,0.06180602649118738,5.72,3405.0,0.039026585391889024,1.3181100480461785,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.5750490014968106
23,1.5781095949811372,0.06216587950257145,5.76,3417.0,0.03956673348647752,1.3181100480461783,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.5781095949811372
24,1.580963932181083,0.06243039979207896,5.8,3430.0,0.0400846968685652,1.318110048046178,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.580963932181083
25,1.583567583051915,0.06254915096386268,5.84,3433.0,0.040581676808374816,1.3181100480461783,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.583567583051915
26,1.5863793112528448,0.06297567211019389,5.88,3449.0,0.04105871821929458,1.3181100480461785,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.5863793112528448
27,1.588860631473969,0.06316682438935058,5.92,3457.0,0.04151675180768811,1.3181100480461774,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.588860631473969
28,1.591300344447143,0.06340718292469358,5.96,3465.0,0.04195662269525424,1.3181100480461778,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.591300344447143
29,1.5937902946965194,0.06378469685425811,6.0,3477.0,0.04237910995921662,1.3181100480461785,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.5937902946965194
30,1.5960411290205792,0.06400638062105095,6.04,3486.0,0.04278494007067001,1.318110048046178,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.5960411290205792
31,1.598375286172327,0.06439125697914422,6.08,3498.0,0.04317479622940097,1.3181100480461778,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.598375286172327
32,1.6005261679682654,0.06466949524599838,6.12,3508.0,0.04354932493521775,1.3181100480461783,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.6005261679682654
33,1.6026349819618242,0.06497923044292422,6.16,3518.0,0.04390914069454438,1.3181100480461778,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.6026349819618242
34,1.6046824754377507,0.06529828006549754,6.2,3527.0,0.04425482946521501,1.3181100480461778,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.6046824754377507
35,1.6066347046351634,0.06558990036852129,6.24,3538.0,0.0445869512440928,1.318110048046178,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.6066347046351634
36,1.6083172179282381,0.06567695953612726,6.28,3541.0,0.04490604206918656,1.3181100480461778,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.6083172179282381
37,1.6102653161706943,0.06609219003051024,6.32,3554.0,0.04521261561880119,1.318110048046178,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.6102653161706943
38,1.6120219727955656,0.06637610209693001,6.36,3563.0,0.04550716453049149,1.318110048046178,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.6120219727955656
39,1.6135584218064587,0.06649756614773664,6.4,3569.0,0.045790161522508796,1.3181100480461787,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.6135584218064587
40,1.6151531495961944,0.06673279968227173,6.4399999999999995,3577.0,0.04606206037354891,1.3181100480461783,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.6151531495961944
41,1.6165313101667667,0.06680477812770824,6.48,3580.0,0.04632329679857606,1.3181100480461783,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.6165313101667667
42,1.617918068950801,0.06693657467265329,6.52,3585.0,0.04657428924639391,1.3181100480461783,0.0,39973.0,1.317220323763747,0.0,0,0.0,1.617918068950801
43,1.6193239315173402,0.06709804497404587,6.5600000000000005,3593.0,0.04681657253256616,1.318143023880464,0.0,39972.0,1.317220323763747,0.0,0,0.0,1.6193239315173402
44,1.6206670367080354,0.06728257359013286,6.6,3599.0,0.04704828784748781,1.3181430238804632,0.0,39972.0,1.317220323763747,0.0,0,0.0,1.6206670367080354
45,1.6218400506240007,0.0673424951954025,6.640000000000001,3601.0,0.04727090630962701,1.3181430238804632,0.0,39972.0,1.317220323763747,0.0,0,0.0,1.6218400506240007
